OBJECTID,ID,Xindex,Yindex,Qerror,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40,topic41,topic42,topic43,topic44,topic45,topic46,topic47,topic48,topic49,topic50,topic51,topic52,topic53,topic54,topic55,topic56,topic57,topic58,topic59,topic60,topic61,topic62,topic63,topic64,topic65,topic66,topic67,topic68,topic69,topic70,identifier,identifi_1,title,year,author,degree_gra,degree_sup,language,x,y
407,970,20,34,0.183386,8.6E-05,0.000159,9.8E-05,0.000112,6.7E-05,7.2E-05,0.000116,0.158195,8.4E-05,0.00019,7.3E-05,7.2E-05,0.623255,0.000205,0.000164,0.000121,6.5E-05,0.000242,4.5E-05,0.000333,9.9E-05,9.9E-05,9.1E-05,4.5E-05,5.8E-05,0.00094,0.000215,6.9E-05,0.000115,1.6E-05,0.000288,0.025229,0.009637,5.3E-05,4.4E-05,6.8E-05,9.9E-05,0.098771,5.8E-05,0.000103,6.1E-05,4.6E-05,0.000128,8.5E-05,5.2E-05,8.1E-05,7.7E-05,9.7E-05,0.076472,0.000179,5.3E-05,3.3E-05,4.1E-05,5.6E-05,0.000482,6.5E-05,5.4E-05,9.1E-05,7.5E-05,0.000142,0.000139,0.000296,9.8E-05,0.000117,9.8E-05,0.000114,5E-05,8.5E-05,8.4E-05,0.000583,0.000111,f3j38qh7,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3j38qh7,The South Atlantic Coupled Variability and the South Atlantic Convergence Zone,2013,"Bombardi, Rodrigo Jose","University of California, Santa Barbara. Geography",Leila MV Carvalho,English,0.000182068745150868,0.000263684281973013
408,971,9,41,0.175694,8.9E-05,0.000164,0.000101,0.000116,6.9E-05,7.4E-05,0.000119,0.108976,8.7E-05,0.000196,7.5E-05,7.5E-05,5.6E-05,0.000211,0.000169,0.000125,6.7E-05,0.000249,4.6E-05,0.000343,0.000102,0.000102,9.3E-05,4.6E-05,6E-05,0.025453,0.000221,7.1E-05,0.000119,1.7E-05,0.019885,0.006382,0.000126,5.5E-05,0.034324,7E-05,0.58285,0.111467,6E-05,0.000106,6.3E-05,4.7E-05,0.000131,8.8E-05,0.03923,8.4E-05,7.9E-05,0.0001,0.000366,0.000184,5.5E-05,3.3E-05,4.3E-05,5.7E-05,0.064157,6.7E-05,5.6E-05,9.4E-05,7.7E-05,0.000146,0.000143,0.000305,0.000101,0.000121,0.000101,0.000117,5.2E-05,8.8E-05,8.6E-05,0.0006,0.000114,f3wd3xp8,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3wd3xp8,Individual and Cultural Differences in the Interpretation and Generation of Natural Language Descriptions of Spatial Layout,2013,"Xiao, Danqing","University of California, Santa Barbara. Geography",Daniel R. Montello,English,8.47443689490415E-05,0.000317538283263931
409,972,4,0,0.173626,0.000133,0.117716,0.000151,0.000173,0.000103,0.000111,0.000179,0.009203,0.014814,0.000293,0.000112,0.000112,8.4E-05,0.000316,0.000254,0.000187,0.0001,0.000373,7E-05,0.000514,0.058888,0.000153,0.00014,7E-05,9E-05,0.00145,0.000331,0.000107,0.000178,2.5E-05,0.000445,0.002226,0.000189,8.2E-05,6.7E-05,0.000104,0.007495,0.211168,9E-05,0.000159,9.5E-05,7.1E-05,0.000197,0.000131,8.1E-05,0.000125,0.000119,0.161671,0.000549,0.000276,8.2E-05,5E-05,6.4E-05,8.6E-05,0.000743,0.0001,8.4E-05,0.000141,0.000116,0.00022,0.000215,0.000457,0.000151,0.000181,0.000151,0.000175,7.7E-05,0.000131,0.000129,0.404703,0.000171,f3f18wv5,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3f18wv5,The Private Side of Public Space: How Black Women Manage Interactions in Inner City Communities,2013,"McCurn, Alexis Sharon","University of California, Santa Barbara. Sociology","Nikki Jones, Sarah Fenstermaker",English,3.82098406068112E-05,4.15919990695299E-07
410,973,3,29,0.222802,0.000234,0.000434,0.000267,0.000306,0.000182,0.000195,0.000315,0.236428,0.00023,0.000518,0.298106,0.000197,0.000148,0.298466,0.000447,0.000331,0.000177,0.000658,0.000123,0.000907,0.00027,0.00027,0.000246,0.000123,0.000159,0.002559,0.000585,0.000189,0.000314,4.4E-05,0.000785,0.01688,0.000334,0.000145,0.000119,0.000184,0.00027,0.009871,0.000159,0.000281,0.000167,0.000125,0.000347,0.000232,0.000142,0.000221,0.00021,0.000265,0.000969,0.000486,0.000145,8.9E-05,0.000113,0.000152,0.091979,0.000177,0.000148,0.000249,0.000205,0.000387,0.00038,0.000806,0.000266,0.000319,0.000266,0.000309,0.000137,0.000232,0.000228,0.027493,0.000302,f3jw8bv3,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3jw8bv3,Secondary Mathematics Student Teachers' Questions and Responses in Whole Class Discussion: Influences on Instructional Decisions,2013,"Gaspard, Cathy","University of California, Santa Barbara. Education",Mary E. Brenner,English,2.90066005100302E-05,0.000225787055086183
411,975,26,12,0.177728,0.000117,0.000217,0.000133,0.000153,9.1E-05,9.8E-05,0.000158,0.105401,0.000115,0.000259,0.026039,0.006584,7.4E-05,0.104037,0.000224,0.000166,0.006573,0.058694,6.1E-05,0.000454,0.000135,0.000135,0.000123,6.1E-05,8E-05,0.0791,0.000293,9.5E-05,0.000157,2.2E-05,0.000393,0.001966,0.000167,7.3E-05,5.9E-05,9.2E-05,0.000135,0.167064,0.194626,0.00014,8.4E-05,6.2E-05,0.000174,0.000116,7.1E-05,0.000111,0.000105,0.000132,0.000485,0.116971,7.3E-05,4.4E-05,5.6E-05,7.6E-05,0.07199,8.9E-05,7.4E-05,0.052003,0.000102,0.000194,0.00019,0.000403,0.000133,0.00016,0.000133,0.000155,6.8E-05,0.000116,0.000114,0.000795,0.000151,f30c4sw8,https://www.alexandria.ucsb.edu/lib/ark:/48907/f30c4sw8,Course Management System Interaction Analysis: A Study of Current Adopters of an Established Course Management System,2013,"Ford, James Keith","University of California, Santa Barbara. Education",Charles Bazerman,English,0.000234004843306789,9.4682430934406E-05
412,978,41,41,0.115724,0.000117,0.000216,0.000133,0.000152,9E-05,9.7E-05,0.064588,0.046735,0.000114,0.580136,9.9E-05,9.8E-05,7.3E-05,0.000277,0.000222,0.000164,8.8E-05,0.000328,6.1E-05,0.000451,0.000134,0.000134,0.000123,6.1E-05,7.9E-05,0.033488,0.000291,9.4E-05,0.032371,2.2E-05,0.006834,0.079271,0.000166,7.2E-05,5.9E-05,9.2E-05,0.000134,0.133772,7.9E-05,0.00014,8.3E-05,6.2E-05,0.000173,0.000115,7.1E-05,0.00011,0.000105,0.000132,0.013368,0.000242,7.2E-05,4.4E-05,5.6E-05,7.6E-05,0.000652,8.8E-05,7.4E-05,0.000124,0.000102,0.000193,0.000189,0.000401,0.000132,0.000159,0.000132,0.000154,6.8E-05,0.000115,0.000114,0.00079,0.00015,f3gx48jf,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3gx48jf,Synthesis and Characterization of Conjugated Polymers and Small Molecules for Organic Photovoltaic Devices,2013,"Kwon, Obum","University of California, Santa Barbara. Chemistry",Guillermo C. Bazan,English,0.000370859583582011,0.000318024271828425
413,980,4,17,0.19766,7.4E-05,0.049075,0.020475,9.6E-05,5.7E-05,0.203973,9.9E-05,0.094833,7.2E-05,0.000163,6.2E-05,6.2E-05,4.7E-05,0.008332,0.000141,0.000104,5.6E-05,0.000207,3.9E-05,0.065537,8.5E-05,8.5E-05,7.8E-05,3.9E-05,5E-05,0.004884,0.000184,5.9E-05,9.9E-05,1.4E-05,0.000247,0.054254,0.000105,4.6E-05,3.7E-05,5.8E-05,8.5E-05,0.215176,5E-05,8.8E-05,5.3E-05,3.9E-05,0.000109,7.3E-05,4.5E-05,7E-05,6.6E-05,8.3E-05,0.000305,0.000153,4.6E-05,2.8E-05,3.5E-05,4.8E-05,0.000413,5.6E-05,4.7E-05,7.8E-05,6.4E-05,0.000122,0.00012,0.000254,8.4E-05,0.000101,8.4E-05,9.7E-05,4.3E-05,7.3E-05,7.2E-05,0.277819,9.5E-05,f398851w,https://www.alexandria.ucsb.edu/lib/ark:/48907/f398851w,Stretching Limited Resources Here and There: A Multi-Sited Ethnographic Study of Migrants from Guerrero in the United States,2013,"Montes, Veronica","University of California, Santa Barbara. Sociology","William I. Robinson, Juan-Vicente Palerm",English,4.01771510835842E-05,0.00013400708080078
414,984,30,36,0.138041,8.2E-05,0.000152,9.3E-05,0.068226,6.4E-05,6.8E-05,0.104559,0.001151,8E-05,0.000181,6.9E-05,6.9E-05,5.2E-05,0.000196,0.000157,0.000116,6.2E-05,0.009313,4.3E-05,0.000318,9.5E-05,9.5E-05,8.6E-05,4.3E-05,5.6E-05,0.08718,0.004746,6.6E-05,0.00011,1.6E-05,0.000275,0.051331,0.000117,5.1E-05,4.2E-05,6.5E-05,9.5E-05,0.157863,5.6E-05,9.8E-05,5.9E-05,4.4E-05,0.086405,8.1E-05,5E-05,7.8E-05,7.4E-05,9.3E-05,0.00034,0.00017,5.1E-05,3.1E-05,3.9E-05,5.3E-05,0.014084,6.2E-05,5.2E-05,8.7E-05,7.2E-05,0.000136,0.000133,0.000283,9.3E-05,0.000112,9.3E-05,0.000108,4.8E-05,0.408791,8E-05,0.000557,0.000106,f3348hgm,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3348hgm,Biomimetic Polymer Vesicles via Macromolecular Click Coupling,2013,"Isaacman, Michael Joseph","University of California, Santa Barbara. Chemistry",Luke Theogarajan,English,0.000269469432417164,0.000282556089460925
415,985,9,41,0.250052,0.000108,0.000199,0.000122,0.00014,8.3E-05,9E-05,0.000145,0.286873,0.000105,0.000238,9.1E-05,9E-05,6.8E-05,0.000256,0.000205,0.000152,8.1E-05,0.000302,5.6E-05,0.000416,0.000124,0.000124,0.000113,5.6E-05,7.3E-05,0.00712,0.000268,8.7E-05,0.000144,2E-05,0.00036,0.043419,0.000153,6.7E-05,5.5E-05,8.5E-05,0.600581,0.052092,7.3E-05,0.000129,7.7E-05,5.7E-05,0.000159,0.000106,6.5E-05,0.000102,9.6E-05,0.000121,0.000445,0.000223,6.7E-05,4.1E-05,5.2E-05,7E-05,0.000602,8.1E-05,6.8E-05,0.000114,9.4E-05,0.000178,0.000174,0.00037,0.000122,0.000147,0.000122,0.000142,6.3E-05,0.000106,0.000105,0.000729,0.000139,f3k64g5p,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3k64g5p,Patterns of Brain Activity Associated with Successful Retrieval of Memories of Perceived and Imagined Events,2013,"King, Danielle R.","University of California, Santa Barbara. Psychology",Michael B. Miller,English,8.80034568186745E-05,0.000319176810344347
416,986,9,15,0.255021,5.2E-05,9.6E-05,5.9E-05,6.8E-05,4E-05,4.3E-05,7E-05,0.000726,5.1E-05,0.000114,0.002907,4.4E-05,0.002896,0.017305,9.9E-05,7.3E-05,3.9E-05,0.000146,2.7E-05,0.120474,6E-05,6E-05,5.4E-05,2.7E-05,3.5E-05,0.000566,0.000129,4.2E-05,6.9E-05,1E-05,0.011628,0.000868,7.4E-05,3.2E-05,2.6E-05,4.1E-05,6E-05,0.125319,3.5E-05,6.2E-05,3.7E-05,2.8E-05,7.7E-05,0.008642,3.1E-05,0.249186,4.6E-05,5.8E-05,0.014532,0.000107,3.2E-05,2E-05,2.5E-05,3.4E-05,0.215064,3.9E-05,3.3E-05,5.5E-05,0.005773,8.6E-05,8.4E-05,0.003042,5.9E-05,7.1E-05,0.020104,0.094569,3E-05,5.1E-05,0.02296,0.080533,6.7E-05,f3wm1bh9,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3wm1bh9,Laboring for Global Perfection: The International Dimension of Mid-Nineteenth-Century Fourierism,2013,"Bowman, Megan Perle","University of California, Santa Barbara. History",Patricia Cline Cohen,English,8.3815510950295E-05,0.00011842310726407
417,990,40,21,0.133707,0.000186,0.000345,0.000212,0.000243,0.30877,0.000155,0.00025,0.002607,0.000182,0.000411,0.000157,0.000157,0.000117,0.000443,0.000355,0.000263,0.00014,0.000523,9.8E-05,0.000721,0.000214,0.205965,0.000196,9.8E-05,0.000126,0.166633,0.000464,0.00015,0.000249,3.5E-05,0.000624,0.178008,0.000265,0.000116,9.4E-05,0.000146,0.000214,0.110716,0.000126,0.000223,0.000133,9.9E-05,0.000276,0.000184,0.000113,0.000176,0.000167,0.00021,0.00077,0.000386,0.000115,7E-05,8.9E-05,0.000121,0.011329,0.000141,0.000118,0.000197,0.000163,0.000308,0.000301,0.00064,0.000211,0.000254,0.000211,0.000246,0.000109,0.000184,0.000181,0.001261,0.00024,f3bp00wf,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3bp00wf,Engineering and Manipulating Single Spins in Diamond,2013,"Heremans, Joseph Paul IV","University of California, Santa Barbara. Electrical and Computer Engineering",David D. Awschalom,English,0.000365403216545413,0.000163496076656225
418,992,20,39,0.147432,8.1E-05,0.000149,0.058074,0.004566,6.3E-05,6.7E-05,0.000108,0.076954,7.9E-05,0.000178,6.8E-05,6.8E-05,5.1E-05,0.000192,0.000154,0.000114,6.1E-05,0.000227,4.2E-05,0.000312,9.3E-05,9.3E-05,8.5E-05,4.2E-05,5.5E-05,0.094545,0.067104,6.5E-05,0.000108,1.5E-05,0.00027,0.010273,0.000115,5E-05,4.1E-05,6.3E-05,9.3E-05,0.155046,0.093719,9.7E-05,5.8E-05,4.3E-05,0.00012,8E-05,4.9E-05,7.6E-05,7.2E-05,9.1E-05,0.000334,0.009088,5E-05,3E-05,3.9E-05,5.2E-05,0.000452,6.1E-05,5.1E-05,8.6E-05,7E-05,0.000133,0.000131,0.000278,9.2E-05,0.00011,9.2E-05,0.000107,4.7E-05,8E-05,7.9E-05,0.000547,0.423823,f35h7dc2,https://www.alexandria.ucsb.edu/lib/ark:/48907/f35h7dc2,Soil-Landscape Modeling Of Coastal California Hillslopes Using Terrestrial Lidar,2013,"Prentice, Samuel, III","University of California, Santa Barbara. Geography",Oliver Chadwick,English,0.000185801245157455,0.000303240697192414
419,996,41,13,0.284519,0.00016,0.000296,0.000182,0.000209,0.000124,0.000133,0.000215,0.011072,0.000157,0.000353,0.000135,0.000134,0.000101,0.00038,0.000305,0.000225,0.000121,0.009283,8.4E-05,0.000619,0.000184,0.000184,0.000168,8.4E-05,0.000108,0.125414,0.000399,0.000129,0.000214,3E-05,0.000536,0.064513,0.000228,9.9E-05,8.1E-05,0.000126,0.000184,0.042066,0.000108,0.000191,0.000114,8.5E-05,0.000237,0.000158,9.7E-05,0.000151,0.000143,0.00018,0.000661,0.000331,9.9E-05,6E-05,7.7E-05,0.000104,0.000895,0.000121,0.000101,0.00017,0.00014,0.000264,0.000259,0.018217,0.715697,0.000218,0.000182,0.000211,9.3E-05,0.000158,0.000156,0.001083,0.000206,f3j67f2r,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3j67f2r,A 26-28-gbps clock and data recovery system with embedded equalization in 65-nm cmos for 100gbe,2013,"Sun, Li","University of California, Santa Barbara. Electrical and Computer Engineering",Patrick Yue,English,0.000372962539653782,0.000102110600032191
420,997,39,40,0.115335,8.9E-05,0.000166,0.000102,0.000117,6.9E-05,7.5E-05,0.024848,0.01609,8.8E-05,0.371108,7.6E-05,7.5E-05,5.6E-05,0.000213,0.005116,0.000126,6.8E-05,0.000251,4.7E-05,0.000346,0.000103,0.044612,9.4E-05,4.7E-05,6.1E-05,0.015813,0.000223,7.2E-05,0.00012,1.7E-05,0.0003,0.130082,0.000127,5.6E-05,4.5E-05,7E-05,0.000103,0.157079,6.1E-05,0.005053,6.4E-05,4.8E-05,0.000133,0.024816,5.4E-05,8.4E-05,8E-05,0.000101,0.00037,0.000186,5.5E-05,3.4E-05,4.3E-05,0.079186,0.000501,6.8E-05,5.7E-05,9.5E-05,7.8E-05,0.000148,0.000145,0.000308,0.000102,0.000122,0.000102,0.000118,5.2E-05,0.11878,8.7E-05,0.000606,0.000115,f3b8568m,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3b8568m,Methodologies for Controlled Conjugated Polymer Synthesis and Characterization of Small Molecule Organic Semiconductors,2013,"Bakus, Ronald C., II","University of California, Santa Barbara. Chemistry",Guillermo Bazan,English,0.00034797410339393,0.000310727256770485
421,998,7,14,0.205805,0.000137,0.000253,0.000156,0.000179,0.000106,0.287546,0.000184,0.001917,0.000134,0.000302,0.000116,0.000115,8.6E-05,0.000326,0.000261,0.000193,0.000103,0.000384,7.2E-05,0.091298,0.000157,0.000158,0.000144,7.2E-05,9.3E-05,0.009058,0.000341,0.00011,0.000183,2.6E-05,0.068535,0.002294,0.000195,8.5E-05,6.9E-05,0.000108,0.000157,0.119225,9.3E-05,0.000164,9.8E-05,7.3E-05,0.000203,0.000135,8.3E-05,0.000129,0.000123,0.000154,0.000566,0.000284,8.5E-05,5.2E-05,6.6E-05,8.9E-05,0.288198,0.000103,8.6E-05,0.000145,0.00012,0.015354,0.000222,0.000471,0.000155,0.000186,0.106052,0.000181,8E-05,0.000135,0.000133,0.000927,0.000177,f36w9861,https://www.alexandria.ucsb.edu/lib/ark:/48907/f36w9861,A Sign of the Apocalypse or Christendom's Ally? European-Mongol Relations in the Thirteenth and Fourteenth Centuries,2013,"Ho, Colleen Chi-Wei","University of California, Santa Barbara. History",Carol Lansing,English,6.21625193466435E-05,0.000107890360562331
422,1002,41,15,0.138367,0.000179,0.000331,0.000203,0.000233,0.000139,0.000149,0.00024,0.002504,0.000175,0.000395,0.000151,0.00015,0.000113,0.000425,0.000341,0.010133,0.000135,0.000502,9.4E-05,0.000692,0.000206,0.326277,0.000188,9.4E-05,0.000121,0.09088,0.000446,0.000144,0.000239,3.4E-05,0.000599,0.062282,0.000255,0.000111,9.1E-05,0.00014,0.000206,0.037173,0.000121,0.000214,0.000128,9.5E-05,0.000265,0.000177,0.000109,0.000169,0.00016,0.000202,0.000739,0.039895,0.000111,6.8E-05,8.6E-05,0.000116,0.001001,0.000135,0.000113,0.00019,0.000156,0.000296,0.00029,0.000615,0.415202,0.000244,0.000203,0.000236,0.000104,0.000177,0.000174,0.001211,0.000231,f3d21vm0,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3d21vm0,Receiver and regenerator photonic integrated circuits for coherent optical communications,2013,"Nguyen, Kimchau N.","University of California, Santa Barbara. Electrical and Computer Engineering",Daniel J. Blumenthal,English,0.000372376838079541,0.000118809382843968
423,1004,41,0,0.0961005,0.00013,0.000241,0.000148,0.00017,0.000101,0.000108,0.000175,0.001821,0.000127,0.000287,0.00011,0.000109,8.2E-05,0.007493,0.000248,0.000183,9.8E-05,0.000365,6.8E-05,0.000503,0.000149,0.00015,0.000137,0.028803,8.8E-05,0.001419,0.000324,0.000105,0.000174,2.5E-05,0.000436,0.04528,0.021736,8.1E-05,6.6E-05,0.000102,0.00015,0.170699,8.8E-05,0.000156,9.3E-05,6.9E-05,0.000193,0.000129,7.9E-05,0.000123,0.000117,0.000147,0.014905,0.00027,8E-05,4.9E-05,6.2E-05,8.4E-05,0.022278,9.8E-05,8.2E-05,0.000138,0.000114,0.000215,0.007394,0.000447,0.000148,0.000177,0.000148,0.000172,0.646604,0.000129,0.000127,0.022432,0.000168,f36971j0,https://www.alexandria.ucsb.edu/lib/ark:/48907/f36971j0,Approaches to emergent spacetime in gauge/gravity duality,2013,"Sully, James Kenneth","University of California, Santa Barbara. Physics","Joseph Polchinski, David Morrison",English,0.000370190338677673,7.48296618739189E-07
424,1005,39,28,0.123672,4.5E-05,8.4E-05,5.2E-05,5.9E-05,3.5E-05,3.8E-05,6.1E-05,0.000636,4.5E-05,0.017679,3.8E-05,0.4596,2.9E-05,0.000108,8.7E-05,6.4E-05,0.010079,0.000128,2.4E-05,0.000176,5.2E-05,0.002564,4.8E-05,2.4E-05,3.1E-05,0.045699,0.000113,3.7E-05,6.1E-05,9E-06,0.000152,0.146415,6.5E-05,2.8E-05,2.3E-05,3.6E-05,5.2E-05,0.097342,3.1E-05,5.4E-05,3.2E-05,2.4E-05,6.7E-05,0.03018,2.8E-05,4.3E-05,4.1E-05,5.1E-05,0.042879,9.4E-05,2.8E-05,1.7E-05,2.2E-05,2.9E-05,0.000254,3.4E-05,2.9E-05,4.8E-05,4E-05,7.5E-05,7.4E-05,0.000156,0.143194,6.2E-05,5.2E-05,6E-05,2.6E-05,4.5E-05,4.4E-05,0.000308,5.9E-05,f3pv6hgc,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3pv6hgc,Exploration of Graphene for Tunnel Devices and Electrodes in Next-Generation Green Electronics,2013,"Khatami, Yasin","University of California, Santa Barbara. Electrical and Computer Engineering",Kaustav Banerjee,English,0.000349697970423941,0.00021666017180869
425,1006,18,22,0.15341,0.000241,0.000445,0.000274,0.000314,0.000186,0.000201,0.000323,0.029964,0.000236,0.000531,0.000203,0.000202,0.000152,0.000573,0.027053,0.000339,0.026775,0.000676,0.000126,0.000931,0.000277,0.000277,0.000253,0.000126,0.000163,0.015924,0.0006,0.000194,0.000322,4.5E-05,0.000806,0.004032,0.000343,0.000149,0.000122,0.000189,0.000277,0.11651,0.040054,0.000288,0.585239,0.000128,0.000356,0.000238,0.000146,0.000227,0.000216,0.000272,0.000995,0.000499,0.000149,9.1E-05,0.000116,0.000156,0.001347,0.000182,0.000152,0.080037,0.00021,0.000398,0.00039,0.000827,0.000273,0.000328,0.000273,0.000318,0.00014,0.053426,0.000234,0.00163,0.00031,f38p5xm9,https://www.alexandria.ucsb.edu/lib/ark:/48907/f38p5xm9,Towards Understanding Signal Transmission in the Bacterial Chemotaxis Histidine Kinase CheA,2013,"Wang, Xiqing","University of California, Santa Barbara. Chemistry",Frederick W. Dahlquist,English,0.000163202327543456,0.000169799554991712
426,1008,9,41,0.159389,8.3E-05,0.000154,9.4E-05,0.000108,6.4E-05,6.9E-05,0.000111,0.20739,8.1E-05,0.000183,7E-05,0.004653,5.2E-05,0.000197,0.05057,0.000117,6.3E-05,0.000233,4.3E-05,0.000321,9.5E-05,9.6E-05,8.7E-05,4.3E-05,5.6E-05,0.000905,0.000207,6.7E-05,0.000111,1.6E-05,0.000278,0.00139,0.000118,5.1E-05,4.2E-05,6.5E-05,0.572951,0.154727,5.6E-05,9.9E-05,5.9E-05,4.4E-05,0.000123,8.2E-05,5E-05,7.8E-05,7.4E-05,9.4E-05,0.000343,0.000172,5.1E-05,3.1E-05,4E-05,5.4E-05,0.000464,6.3E-05,5.2E-05,8.8E-05,7.2E-05,0.000137,0.000134,0.000285,9.4E-05,0.000113,9.4E-05,0.000109,4.8E-05,8.2E-05,8.1E-05,0.000562,0.000107,f30z7183,https://www.alexandria.ucsb.edu/lib/ark:/48907/f30z7183,"Knowing where to look: The role of memory, attention, and response processes when implicitly learned context facilitates visual search",2013,"Kasper, Ryan W.","University of California, Santa Barbara. Psychology",Barry Giesbrecht,English,8.4002360546633E-05,0.000321180951727061
427,1011,33,25,0.152827,0.000163,0.000301,0.000185,0.000212,0.000126,0.000136,0.000219,0.011271,0.000159,0.000359,0.000138,0.000137,0.000103,0.000387,0.000311,0.00023,0.000123,0.000457,8.5E-05,0.00063,0.000187,0.000187,0.000171,8.5E-05,0.00011,0.001776,0.000406,0.000131,0.000218,3.1E-05,0.000545,0.16459,0.036201,0.000101,8.3E-05,0.000128,0.000187,0.141739,0.00011,0.000195,0.000116,8.6E-05,0.054195,0.000161,9.9E-05,0.000154,0.000146,0.000184,0.396338,0.000337,0.000101,6.1E-05,7.8E-05,0.000106,0.000911,0.000123,0.000103,0.009165,0.000142,0.000269,0.000264,0.000559,0.000185,0.000222,0.000185,0.000215,9.5E-05,0.171016,0.000159,0.001102,0.00021,f3rr1wbt,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3rr1wbt,Concentration fluctuations of polymer solutions at interfaces,2013,"Yeh, Catherine Jane","University of California, Santa Barbara. Physics",Philip Pincus,English,0.000303305375889749,0.000195093418458302
428,1012,1,13,0.190949,9.1E-05,0.000169,0.000104,0.000119,7.1E-05,7.6E-05,0.000123,0.001279,8.9E-05,0.000202,7.7E-05,7.7E-05,5.8E-05,0.000217,0.000174,0.02031,6.9E-05,0.000256,4.8E-05,0.348478,0.000105,0.000105,9.6E-05,4.8E-05,6.2E-05,0.011087,0.000228,7.4E-05,0.000122,1.7E-05,0.030578,0.01162,0.00013,5.7E-05,4.6E-05,7.2E-05,0.000105,0.109796,6.2E-05,0.000109,6.5E-05,4.9E-05,0.000135,9E-05,5.5E-05,8.6E-05,8.2E-05,0.000103,0.005423,0.015325,5.6E-05,0.095895,4.4E-05,5.9E-05,0.151869,6.9E-05,5.8E-05,9.7E-05,8E-05,0.000151,0.000148,0.000314,0.030375,0.000124,0.000104,0.146434,5.3E-05,9E-05,8.9E-05,0.015754,0.000118,f3n29v1k,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3n29v1k,"Fighting the Bank War: How Newspapers, Banks, and the Post Office Shaped Jacksonian Era Politics, 1828--1834",2013,"Campbell, Stephen William","University of California, Santa Barbara. History",John Majewski,English,1.44547912284144E-05,0.000101514118692729
429,1015,10,39,0.198964,0.000157,0.000291,0.000179,0.000205,0.000122,0.000131,0.000211,0.115042,0.000154,0.000347,0.000133,0.000132,9.9E-05,0.087176,0.0003,0.000222,0.000118,0.000441,8.2E-05,0.000608,0.000181,0.000181,0.000165,8.2E-05,0.000107,0.053796,0.009072,0.000127,0.00021,3E-05,0.009206,0.046033,0.000224,9.8E-05,8E-05,0.000123,0.251906,0.24098,0.000106,0.000188,0.000112,8.3E-05,0.000233,0.000155,9.5E-05,0.000148,0.000141,0.000177,0.000649,0.000326,9.7E-05,0.156303,7.5E-05,0.000102,0.000879,0.000119,9.9E-05,0.008847,0.000137,0.00026,0.000254,0.00054,0.000178,0.000214,0.000178,0.000207,9.2E-05,0.000155,0.000153,0.009744,0.000203,f3x0651z,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3x0651z,The role of mind-wandering in measures of general aptitude,2013,"Mrazek, Michael David","University of California, Santa Barbara. Psychology",Jonathan W. Schooler,English,9.6661419510527E-05,0.000304168656894944
430,1016,32,21,0.172657,0.00012,0.000223,0.000137,0.080048,9.3E-05,0.0001,0.000162,0.001687,0.000118,0.000266,0.000102,0.000101,7.6E-05,0.000287,0.013545,0.00017,9.1E-05,0.000338,6.3E-05,0.000466,0.000139,0.000139,0.000127,6.3E-05,8.2E-05,0.047918,0.0003,9.7E-05,0.000161,2.3E-05,0.000404,0.128513,0.000172,7.5E-05,6.1E-05,9.5E-05,0.000139,0.184828,8.2E-05,0.113323,8.6E-05,6.4E-05,0.153302,0.000119,7.3E-05,0.000114,0.000108,0.000136,0.133649,0.00025,7.5E-05,4.5E-05,5.8E-05,7.8E-05,0.000674,9.1E-05,7.6E-05,0.000128,0.000105,0.000199,0.000195,0.000414,0.000137,0.000164,0.000137,0.000159,7E-05,0.13327,0.000117,0.000816,0.000155,f3kw5d1b,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3kw5d1b,Single-molecule manipulation measurements of polymer/solution interactions,2013,"Dittmore, Andrew N.","University of California, Santa Barbara. Materials",Omar A. Saleh,English,0.000294527937250544,0.000164142863671361
